X,date,month,month2,year,dmy,type,c_name,sc_name,Family,red_list,sex,clasper_stage,TL,gravid_F
8313,25,2,Feb,2022,25-02-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,108.3944266,
6784,8,1,Jan,2022,08-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,150.3218039,
2114,17,3,Mar,2021,17-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,174.4947358,
13086,24,11,Nov,2022,24-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,254.3026187,
18297,21,12,Dec,2022,21-12-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,M,2,274.149145,
10067,2,4,Apr,2022,02-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,182.7096758,
2520,25,3,Mar,2021,25-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,174.0628899,
13360,23,11,Nov,2022,23-11-2022,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,2,127.0625205,
18339,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,210.4265038,
19690,6,2,Feb,2023,06-02-2023,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,125.9387741,
2407,24,3,Mar,2021,24-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,199.885863,
14208,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,209.3758399,
11815,6,6,Jun,2022,06-06-2022,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,M,3,316.7575069,
16377,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,160.7724631,
11089,11,4,Apr,2022,11-04-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,233.2805616,
5395,3,12,Dec,2021,03-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,133.653769,
19043,19,1,Jan,2023,19-01-2023,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,286.3043096,
14193,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,247.5807374,
10336,4,4,Apr,2022,04-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,141.7733197,
7440,9,2,Feb,2022,09-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,122.7659275,
8433,28,2,Feb,2022,28-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,235.8684633,
12206,9,11,Nov,2022,09-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,F,NA,100.3029961,
9902,31,3,Mar,2022,31-03-2022,S,Sharptooth Lemon Shark,Negaprion acutidens,Carcharhinidae,EN,F,NA,291.486884,
16644,14,11,Nov,2022,14-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,121.8092367,
18868,16,1,Jan,2023,16-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,283.4581537,
9111,9,3,Mar,2022,09-03-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,3,211.9654704,
13965,19,12,Dec,2022,19-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,112.1428538,
17291,24,11,Nov,2022,24-11-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,F,NA,316.443962,
5527,4,12,Dec,2021,04-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,125.6404469,
10958,8,4,Apr,2022,08-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,225.031779,
17504,30,11,Nov,2022,30-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,246.4586836,
13137,29,11,Nov,2022,29-11-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,135.0542261,
1685,9,3,Mar,2021,09-03-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,280.3307719,
8551,1,3,Mar,2022,01-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,198.2842992,
11698,3,6,Jun,2022,03-06-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,323.5601636,
9000,8,3,Mar,2022,08-03-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,3,181.2505264,
1962,12,3,Mar,2021,12-03-2021,S,Tawny Nurse Shark,Nebrius ferrugineus,Ginglymostomatidae,VU,M,3,280.8113947,
19569,6,2,Feb,2023,06-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,210.6137524,
3044,1,9,Sep,2021,01-09-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,227.6660542,
785,10,2,Feb,2021,10-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,229.0092358,
1081,18,2,Feb,2021,18-02-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,251.8683271,
19054,19,1,Jan,2023,19-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,187.3051788,
9578,16,3,Mar,2022,16-03-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,121.2465926,
1233,22,2,Feb,2021,22-02-2021,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,M,1,181.7226735,
5137,24,11,Nov,2021,24-11-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,1,208.1728656,
20077,1,2,Feb,2023,01-02-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,249.347836,
7029,1,2,Feb,2022,01-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,137.8975232,
15105,19,9,Sep,2022,19-09-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,142.3866339,
812,11,2,Feb,2021,11-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,142.7468925,
16964,18,11,Nov,2022,18-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,273.0042579,
18669,2,1,Jan,2023,02-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,149.6920579,
12694,17,11,Nov,2022,17-11-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,2,261.1152771,
19889,7,2,Feb,2023,07-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,260.4205432,
14888,7,9,Sep,2022,07-09-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,308.5673955,
8881,7,3,Mar,2022,07-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,149.4453725,
11786,6,6,Jun,2022,06-06-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,185.5261604,
5878,13,12,Dec,2021,13-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,113.9653353,
1484,26,2,Feb,2021,26-02-2021,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,F,NA,195.7049093,
18849,11,1,Jan,2023,11-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,273.0892898,
15301,28,9,Sep,2022,28-09-2022,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,143.8961675,
14262,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,289.3728008,
866,15,2,Feb,2021,15-02-2021,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,189.0182422,
12561,16,11,Nov,2022,16-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,192.9085245,
1376,26,2,Feb,2021,26-02-2021,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,164.2592082,
4775,22,9,Sep,2021,22-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,118.9949107,
2040,16,3,Mar,2021,16-03-2021,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,F,NA,192.6053484,
2619,26,3,Mar,2021,26-03-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,261.3698835,
18851,11,1,Jan,2023,11-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,269.5560263,
793,11,2,Feb,2021,11-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,205.6088431,
4614,28,9,Sep,2021,28-09-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,128.9984504,
2197,19,3,Mar,2021,19-03-2021,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,M,3,328.4215684,
1043,17,2,Feb,2021,17-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,186.5248079,
5941,14,12,Dec,2021,14-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,125.4371528,
14102,21,12,Dec,2022,21-12-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,235.2025934,
7846,12,2,Feb,2022,12-Feb,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,132.8133628,
14078,21,12,Dec,2022,21-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,1,214.267492,
9667,19,3,Mar,2022,19-03-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,162.902759,
4008,10,9,Sep,2021,10-09-2021,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,2,224.5440968,
16311,7,11,Nov,2022,07-11-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,201.5396883,
10799,8,4,Apr,2022,08-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,174.7088175,
1704,9,3,Mar,2021,09-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,123.7768701,
11598,25,5,May,2022,25-05-2022,S,Whitetip Reef shark,Triaenodon obesus,Carcharhinidae,VU,F,NA,170.4774298,
16390,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,186.6336789,
6817,8,1,Jan,2022,08-01-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,177.8593302,
13202,30,11,Nov,2022,30-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,262.8934766,
3609,7,9,Sep,2021,07-09-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,84.34708617,
10417,6,4,Apr,2022,06-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,231.822174,
10839,8,4,Apr,2022,08-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,221.4279859,
6307,20,12,Dec,2021,20-12-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,172.0925242,
11049,11,4,Apr,2022,11-04-2022,S,Whitetip Reef shark,Triaenodon obesus,Carcharhinidae,VU,M,3,144.9909694,
6474,22,12,Dec,2021,22-12-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,286.593098,
5049,9,11,Nov,2021,09-11-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,118.6465858,
7243,3,2,Feb,2022,03-02-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,M,1,188.9692737,
8032,15,2,Feb,2022,15-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,132.1293305,
16126,26,10,Oct,2022,26-10-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,270.2789417,
16479,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,184.1864223,
635,5,2,Feb,2021,05-02-2021,S,Spinner Shark,Carcharhinus brevipinna,Carcharhinidae,VU,M,2,177.8453451,
5950,14,12,Dec,2021,14-12-2021,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,213.4556686,
5674,8,12,Dec,2021,08-12-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,121.6366927,
16534,9,11,Nov,2022,09-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,F,NA,118.9611947,
5841,13,12,Dec,2021,13-12-2021,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,1,314.0914689,
16524,9,11,Nov,2022,09-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,120.7713701,
3414,6,9,Sep,2021,06-09-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,287.6445199,
5635,7,12,Dec,2021,07-12-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,3,149.1092003,
4612,28,9,Sep,2021,28-09-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,113.2149861,
16583,11,11,Nov,2022,11-11-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,1,169.2678448,
163,23,1,Jan,2021,23-01-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,114.5610524,
4843,3,11,Nov,2021,03-11-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,239.7095705,
11115,11,4,Apr,2022,11-04-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,188.7785006,
8642,2,3,Mar,2022,02-03-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,174.2570994,
16959,17,11,Nov,2022,17-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,122.997141,
11700,3,6,Jun,2022,03-06-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,211.9257114,
12013,30,5,May,2022,30-05-2022,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,227.948661,
8443,28,2,Feb,2022,28-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,182.0011416,
6357,20,12,Dec,2021,20-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,163.9368383,
14552,23,8,Aug,2022,23-08-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,248.929836,
8158,18,2,Feb,2022,18-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,132.0035458,
14620,25,8,Aug,2022,25-08-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,M,3,317.9225119,
9589,16,3,Mar,2022,16-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,206.520958,
19333,25,1,Jan,2023,25-01-2023,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,90.1459138,
13071,24,11,Nov,2022,24-11-2022,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,M,1,139.7366647,
1204,22,2,Feb,2021,22-02-2021,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,F,NA,288.047873,
15081,19,9,Sep,2022,19-09-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,1,239.4530219,
13870,16,12,Dec,2022,16-12-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,M,3,267.0381915,
5333,1,2,Feb,2021,01-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,114.0731672,
7882,14,2,Feb,2022,14-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,3,283.7730489,
16606,14,11,Nov,2022,14-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,168.5002108,
7678,10,2,Feb,2022,10-02-2022,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,F,NA,350.7130318,
9992,2,4,Apr,2022,02-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,224.4565437,
19299,24,1,Jan,2023,24-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,189.273214,
1970,12,3,Mar,2021,12-03-2021,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,3,302.1897483,
10401,6,4,Apr,2022,06-04-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,232.230305,
1925,12,3,Mar,2021,12-03-2021,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,285.6097035,
940,16,2,Feb,2021,16-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,197.3527446,
5744,9,12,Dec,2021,09-12-2021,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,1,170.9836935,
19971,9,2,Feb,2023,09-02-2023,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,297.6100844,
12361,10,11,Nov,2022,10-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,141.9103166,
19824,7,2,Feb,2023,07-02-2023,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,M,2,265.8524614,
17004,18,11,Nov,2022,18-11-2022,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,F,NA,156.2378211,
17173,22,11,Nov,2022,22-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,270.7440929,
1963,12,3,Mar,2021,12-03-2021,S,Tawny Nurse Shark,Nebrius ferrugineus,Ginglymostomatidae,VU,F,NA,270.7229849,
3126,2,9,Sep,2021,02-09-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,224.6487575,
6659,5,1,Jan,2022,05-01-2022,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,M,3,273.602931,
11251,19,4,Apr,2022,19-04-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,183.0484364,
15078,19,9,Sep,2022,19-09-2022,S,Spinner Shark,Carcharhinus brevipinna,Carcharhinidae,VU,M,1,126.4868131,
19763,7,2,Feb,2023,07-02-2023,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,M,3,275.9389912,
17136,21,11,Nov,2022,21-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,125.0533697,
13555,5,12,Dec,2022,05-12-2022,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,1,352.7320465,
14420,22,12,Dec,2022,22-12-2022,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,186.8958555,
16861,17,11,Nov,2022,17-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,120.522922,
2426,24,3,Mar,2021,24-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,136.1648104,
9276,15,3,Mar,2022,15-03-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,210.4958948,
12838,18,11,Nov,2022,18-11-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,3,164.1464202,
10553,7,4,Apr,2022,07-04-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,197.1090396,
17662,2,12,Dec,2022,02-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,160.6444174,
9568,17,3,Mar,2022,17-03-2022,S,Whitetip Reef shark,Triaenodon obesus,Carcharhinidae,VU,F,NA,148.9713721,
13745,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,135.9359756,
7781,11,2,Feb,2022,11-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,275.9814979,
2563,25,3,Mar,2021,25-03-2021,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,296.6775136,
14783,2,9,Sep,2022,02-09-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,120.0402945,
5842,13,12,Dec,2021,13-12-2021,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,297.0389904,
3040,1,9,Sep,2021,01-09-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,209.2975968,
6873,11,1,Jan,2022,11-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,130.9479435,
16371,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,191.2681825,
18473,21,12,Dec,2022,21-12-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,273.3282568,
5873,13,12,Dec,2021,13-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,114.1205255,
51,20,1,Jan,2021,20-01-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,84.22455421,No
18888,16,1,Jan,2023,16-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,145.4510135,
16095,21,10,Oct,2022,21-10-2022,S,Blue Shark,Prionace glauca,Carcharhinidae,NT,F,NA,262.208432,
19779,7,2,Feb,2023,07-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,218.9923393,
16157,26,10,Oct,2022,26-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,147.5983577,
4432,24,8,Aug,2021,24-08-2021,S,Spottail Shark,Carcharhinus sorrah,Carcharhinidae,NT,F,NA,105.3396968,
17720,5,12,Dec,2022,05-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,126.9905757,
6694,6,1,Jan,2022,06-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,142.3740618,
3844,9,9,Sep,2021,09-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,102.2146805,
6783,8,1,Jan,2022,08-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,143.8452613,
8684,3,3,Mar,2022,03-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,170.1241616,
8067,16,2,Feb,2022,16-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,176.7182035,
18224,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,206.2710221,
16942,17,11,Nov,2022,17-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,114.1355775,
6534,23,12,Dec,2021,23-12-2021,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,174.3632283,
11071,11,4,Apr,2022,11-04-2022,S,Smooth Hammerhead,Sphyrna zygaena,Sphyrnidae,VU,M,2,286.5792963,
18909,17,1,Jan,2023,17-01-2023,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,F,NA,131.3647715,
3433,6,9,Sep,2021,06-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,119.7600795,
6225,17,12,Dec,2021,17-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,145.0574504,
3691,8,9,Sep,2021,08-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,127.0633695,
16217,26,10,Oct,2022,26-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,152.0882142,
955,16,2,Feb,2021,16-02-2021,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,F,NA,169.0878031,
15513,3,10,Oct,2022,03-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,142.976102,
2731,17,8,Aug,2021,17-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,123.2118993,
9502,17,3,Mar,2022,17-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,237.1198216,
13026,23,11,Nov,2022,23-11-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,272.4478274,
4762,28,9,Sep,2021,28-09-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,246.6247212,
18138,19,12,Dec,2022,19-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,131.1499024,
17172,22,11,Nov,2022,22-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,271.2194207,
5071,9,11,Nov,2021,09-11-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,M,3,352.3019589,
9078,11,3,Mar,2022,11-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,191.0667462,
2477,24,3,Mar,2021,24-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,199.1757638,
6760,8,1,Jan,2022,08-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,174.0337371,
9655,19,3,Mar,2022,19-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,146.3541889,
3444,6,9,Sep,2021,06-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,127.6764624,
1490,26,2,Feb,2021,26-02-2021,S,Bignose Shark,Carcharhinus altimus,Carcharhinidae,NT,F,NA,162.6756082,
5800,13,12,Dec,2021,13-12-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,305.9774638,
17003,18,11,Nov,2022,18-11-2022,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,M,3,163.0311349,
13256,29,11,Nov,2022,29-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,108.1007615,
12933,21,11,Nov,2022,21-11-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,116.1881792,
11814,6,6,Jun,2022,06-06-2022,S,Bigeye Thresher,Alopias superciliosus,Alopiidae,VU,F,NA,225.5421764,
12523,15,11,Nov,2022,15-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,106.095055,
1948,12,3,Mar,2021,12-03-2021,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,3,295.9210105,
5321,1,2,Feb,2021,01-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,156.7196627,
